the_geom,lat,long,station_name,borough,train_lines,service,unit,c-a,ct_median_income_2018_ACS,ct_shape_leng,ct_shape_area
0101000020E610000087342A70B27D52C0E4BED53A71614440,40.761268,-73.964016,RIT-MANHATTAN,Manhattan,R,RIT,TRAM1,R468,$0,5522.493013,1901324.182
0101000020E61000007CEE04FBAF7D52C0E36BCF2C09524440,40.640905,-73.963866,CORTELYOU ROAD,Brooklyn,BQ,BMT,B018,R184,"$65,288",6972.937631,2056594.475
0101000020E610000055DAE21A9F7D52C0431F2C6343534440,40.650494,-73.962836,CHURCH AVE,Brooklyn,BQ,BMT,B016,R098,"$55,272",6694.889568,1773129.572
0101000020E610000055DAE21A9F7D52C0431F2C6343534440,40.650494,-73.962836,CHURCH AVE,Brooklyn,BQ,BMT,B015,R098,"$55,272",6694.889568,1773129.572
0101000020E610000056F487669E7D52C0E603029D49514440,40.635059,-73.962793,NEWKIRK AVE,Brooklyn,BQ,BMT,B019,R149,"$65,288",6972.937631,2056594.475
0101000020E61000002BDCF291947D52C00C957F2DAF544440,40.661596,-73.962193,PROSPECT PARK,Brooklyn,BQS,BMT,B012,R196,"$40,339",7322.874845,1904788.313
0101000020E61000002BDCF291947D52C00C957F2DAF544440,40.661596,-73.962193,PROSPECT PARK,Brooklyn,BQS,BMT,B013,R196,"$40,339",7322.874845,1904788.313
0101000020E61000002EC6C03A8E7D52C086AE44A0FA494440,40.577961,-73.961806,BRIGHTON BEACH,Brooklyn,BQ,BMT,B029,R172,"$37,155",6480.706949,1845171.628
0101000020E61000002EC6C03A8E7D52C086AE44A0FA494440,40.577961,-73.961806,BRIGHTON BEACH,Brooklyn,BQ,BMT,B031,R172,"$37,155",6480.706949,1845171.628
0101000020E610000018D2E1218C7D52C008E9297288504440,40.629164,-73.961678,AVE H,Brooklyn,BQ,BMT,B020,R263,"$66,513",6887.340455,1876179.01
0101000020E61000000EDAAB8F877D52C04E97C5C4E6654440,40.796105,-73.961399,103 ST,Manhattan,BC,IND,N037,R314,"$15,455",32721.41196,38312333.22
0101000020E61000000F4240BE847D52C0C712D6C6D8534440,40.655053,-73.961227,PARKSIDE AVE,Brooklyn,BQ,BMT,B014,R148,"$46,810",3257.534398,602995.5831
0101000020E61000000798F90E7E7D52C0CA8AE1EA00504440,40.625028,-73.960819,AVE J,Brooklyn,BQ,BMT,B021,R228,"$66,513",6887.340455,1876179.01
0101000020E6100000EA95B20C717D52C0D15790662C584440,40.688855,-73.960025,CLASSON AVE,Brooklyn,G,IND,N419,R287,"$28,365",5908.873251,1716029.853
0101000020E6100000DF4F8D976E7D52C00F81238106634440,40.773636,-73.959875,77 ST,Manhattan,6,IRT,R248,R178,"$166,081",5818.32051,1924402.657
0101000020E6100000DF4F8D976E7D52C00F81238106634440,40.773636,-73.959875,77 ST,Manhattan,6,IRT,R247,R178,"$166,081",5818.32051,1924402.657
0101000020E6100000CC457C27667D52C02F87DD770C4F4440,40.617568,-73.95936,AVE M,Brooklyn,BQ,BMT,B022,R229,"$46,875",9001.209896,3265655.286
0101000020E6100000B96FB54E5C7D52C0178046E9D2554440,40.670499,-73.958759,BOTANIC GARDEN,Brooklyn,S2345,BMT,B010,R412,"$52,191",7277.70784,1989394.768
0101000020E61000009869FB57567D52C0CC5F217365684440,40.815596,-73.958395,125 ST,Manhattan,1,IRT,R174,R034,"$28,041",7629.112395,3738242.686
0101000020E6100000A67F492A537D52C0D97BF1457B664440,40.800637,-73.958201,CATHEDRL-110 ST,Manhattan,BC,IND,N035,R334,"$58,850",3204.621266,509562.4688
0101000020E6100000A67F492A537D52C0D97BF1457B664440,40.800637,-73.958201,CATHEDRL-110 ST,Manhattan,BC,IND,N034,R334,"$58,850",3204.621266,509562.4688
0101000020E61000009B3924B5507D52C0A208A9DBD9554440,40.670711,-73.958051,FRANKLIN AVE,Brooklyn,2345S,IRT,R622,R123,"$25,304",4576.36343,1281458.048
0101000020E61000008693347F4C7D52C026DF6C7363564440,40.67491,-73.957794,PARK PLACE,Brooklyn,S,BMT,B009,R411,"$74,494",7369.206067,3474329.276
0101000020E61000009241EE224C7D52C04D2F3196E94D4440,40.608691,-73.957772,KINGS HIGHWAY,Brooklyn,BQ,BMT,B024,R211,"$50,726",5520.894729,1805017.4
0101000020E61000009241EE224C7D52C04D2F3196E94D4440,40.608691,-73.957772,KINGS HIGHWAY,Brooklyn,BQ,BMT,B023,R211,"$50,726",5520.894729,1805017.4
0101000020E61000009241EE224C7D52C04D2F3196E94D4440,40.608691,-73.957772,KINGS HIGHWAY,Brooklyn,BQ,BMT,B024A,R211,"$50,726",5520.894729,1805017.4
0101000020E610000086ADD9CA4B7D52C08A1EF818AC5A4440,40.708377,-73.957751,MARCY AVE,Brooklyn,JMZ,BMT,J002,R460,"$55,170",6448.607567,2045672.642
0101000020E610000086ADD9CA4B7D52C08A1EF818AC5A4440,40.708377,-73.957751,MARCY AVE,Brooklyn,JMZ,BMT,J001,R460,"$55,170",6448.607567,2045672.642
0101000020E61000005439ED29397D52C0D82C978DCE5B4440,40.717241,-73.956614,BEDFORD AVE,Brooklyn,L,BMT,H009,R235,"$100,395",5513.594123,1681865.775
0101000020E610000041498105307D52C02330D63730574440,40.681159,-73.956056,FRANKLIN AVE,Brooklyn,ACS,IND,N113,R297,"$81,813",6861.719709,2588318.216
0101000020E610000041498105307D52C02330D63730574440,40.681159,-73.956056,FRANKLIN AVE,Brooklyn,ACS,IND,N114,R297,"$81,813",6861.719709,2588318.216
0101000020E6100000486E4DBA2D7D52C0C7A17E17B64C4440,40.599307,-73.955916,AVE U,Brooklyn,BQ,BMT,B025,R150,"$52,443",5340.45621,1707766.255
0101000020E61000002D3F7095277D52C07D5C1B2AC6634440,40.779485,-73.955541,86 ST,Manhattan,456,IRT,R250,R179,"$123,950",4691.030684,1351072.815
0101000020E61000002D3F7095277D52C07D5C1B2AC6634440,40.779485,-73.955541,86 ST,Manhattan,456,IRT,R249,R179,"$123,950",4691.030684,1351072.815
0101000020E610000025AFCE31207D52C0CFBBB1A0304C4440,40.595234,-73.95509,NECK ROAD,Brooklyn,BQ,BMT,B026,R230,"$65,139",5442.139455,1759616.26
0101000020E61000000F09DFFB1B7D52C071766B990C674440,40.805072,-73.954833,116 ST,Manhattan,BC,IND,N030,R333,"$39,596",5775.547905,1958684.975
0101000020E61000000F09DFFB1B7D52C071766B990C674440,40.805072,-73.954833,116 ST,Manhattan,BC,IND,N029,R333,"$39,596",5775.547905,1958684.975
0101000020E6100000075F984C157D52C0D4635B069C5D4440,40.731324,-73.954425,GREENPOINT AVE,Brooklyn,G,IND,N405,R239,"$81,101",7029.262173,2014844.458
0101000020E6100000075F984C157D52C0D4635B069C5D4440,40.731324,-73.954425,GREENPOINT AVE,Brooklyn,G,IND,N403,R239,"$81,101",7029.262173,2014844.458
0101000020E610000009FB7612117D52C09E7B0F971C4B4440,40.58681,-73.954167,SHEEPSHEAD BAY,Brooklyn,BQ,BMT,B027,R136,"$57,399",7668.707031,1950213.568
0101000020E610000009FB7612117D52C09E7B0F971C4B4440,40.58681,-73.954167,SHEEPSHEAD BAY,Brooklyn,BQ,BMT,B028,R136,"$57,399",7668.707031,1950213.568
0101000020E6100000058C2E6F0E7D52C0C5FEB27BF2604440,40.7574,-73.954006,RIT-ROOSEVELT,Manhattan,R,RIT,TRAM2,R469,"$100,278",14855.54515,3608527.815
0101000020E6100000EA42ACFE087D52C00DC1711937694440,40.821994,-73.953674,137 ST-CITY COL,Manhattan,1,IRT,R176,R169,"$46,667",8493.224978,1972647.906
0101000020E6100000EA42ACFE087D52C00DC1711937694440,40.821994,-73.953674,137 ST-CITY COL,Manhattan,1,IRT,R175,R169,"$46,667",8493.224978,1972647.906
0101000020E6100000EB909BE1067D52C0C39CA04D0E5F4440,40.742624,-73.953545,VERNON/JACKSON,Queens,7,IRT,R504,R276,"$157,992",10784.72102,5867575.046
0101000020E6100000EB909BE1067D52C0C39CA04D0E5F4440,40.742624,-73.953545,VERNON/JACKSON,Queens,7,IRT,R503,R276,"$157,992",10784.72102,5867575.046
0101000020E6100000EB909BE1067D52C0C39CA04D0E5F4440,40.742624,-73.953545,VERNON/JACKSON,Queens,7,IRT,R506,R276,"$157,992",10784.72102,5867575.046
0101000020E6100000DF162CD5057D52C0EF3B86C77E5A4440,40.706994,-73.953481,HEWES ST,Brooklyn,JM,BMT,J003,R352,"$55,170",6448.607567,2045672.642
0101000020E6100000EBC4E578057D52C0771211FE45584440,40.689636,-73.953459,BEDFORD/NOSTRAN,Brooklyn,G,IND,N417,R269,"$37,672",5837.005323,1939949.84
0101000020E6100000EBC4E578057D52C0771211FE45584440,40.689636,-73.953459,BEDFORD/NOSTRAN,Brooklyn,G,IND,N418,R269,"$37,672",5837.005323,1939949.84
0101000020E6100000E198654F027D52C01A5245F12A614440,40.759123,-73.953266,ROOSEVELT IS,Manhattan,F,IND,N602,R259,"$100,278",14855.54515,3608527.815
0101000020E6100000C5CA68E4F37C52C0BF9CD9AED0674440,40.811056,-73.952386,125 ST,Manhattan,ACBD,IND,N026,R102,"$30,405",4807.678305,1246712.486
0101000020E6100000C5CA68E4F37C52C0BF9CD9AED0674440,40.811056,-73.952386,125 ST,Manhattan,ACBD,IND,N025,R102,"$30,405",4807.678305,1246712.486
0101000020E6100000A646E867EA7C52C00AF4893C49664440,40.79911,-73.951807,110 ST-CPN,Manhattan,23,IRT,R301,R323,"$44,514",5689.080188,1864443.109
0101000020E6100000A8C821E2E67C52C04C378941605B4440,40.713875,-73.951592,LORIMER ST,Brooklyn,GL,BMT,H012,R268,"$94,750",7232.677463,2779406.809
0101000020E6100000A8C821E2E67C52C04C378941605B4440,40.713875,-73.951592,METROPOLITAN AV,Brooklyn,GL,IND,N409,R268,"$94,750",7232.677463,2779406.809
0101000020E610000087A8C29FE17C52C0C23577F4BF5C4440,40.724608,-73.951271,NASSAU AV,Brooklyn,G,IND,N408A,R256,"$98,393",5735.062634,1376243.887
0101000020E6100000895E46B1DC7C52C0193DB7D095644440,40.785822,-73.95097,96 ST,Manhattan,6,IRT,R251,R144,"$159,712",4692.931812,1353075.868
0101000020E61000008080B56AD77C52C0B4571F0F7D554440,40.667879,-73.950648,PRESIDENT ST,Brooklyn,25,IRT,R635,R277,$0,5787.188231,1631610.63
0101000020E6100000809A5AB6D67C52C0E6ADBA0ED5544440,40.662752,-73.950605,STERLING ST,Brooklyn,25,IRT,R636,R209,"$37,329",7138.852588,1683542.614
0101000020E610000076543541D47C52C048FE60E0B9554440,40.669735,-73.950455,NOSTRAND AVE,Brooklyn,3,IRT,R623,R061,$0,5787.188231,1631610.63
0101000020E6100000766EDA8CD37C52C03448C153C8694440,40.826426,-73.950412,145 ST,Manhattan,1,IRT,R178,R273,"$76,591",7284.876181,2186915.904
0101000020E6100000766EDA8CD37C52C03448C153C8694440,40.826426,-73.950412,145 ST,Manhattan,1,IRT,R177,R273,"$76,591",7284.876181,2186915.904
0101000020E61000006BF46A80D27C52C051DA1B7C615A4440,40.7061,-73.950348,BROADWAY,Brooklyn,G,IND,N412,R299,"$55,170",6448.607567,2045672.642
0101000020E610000077A22424D27C52C089EFC4AC17574440,40.68041,-73.950326,NOSTRAND AVE,Brooklyn,AC,IND,N116,R198,"$44,973",7488.70173,2028330.425
0101000020E610000077A22424D27C52C089EFC4AC17574440,40.68041,-73.950326,NOSTRAND AVE,Brooklyn,AC,IND,N117,R198,"$44,973",7488.70173,2028330.425
0101000020E61000005F7AFB73D17C52C0FE7BF0DAA5594440,40.700374,-73.950284,FLUSHING AVE,Brooklyn,G,IND,N414,R316,"$31,724",6142.615377,1877636.941
0101000020E61000005F7AFB73D17C52C0FE7BF0DAA5594440,40.700374,-73.950284,FLUSHING AVE,Brooklyn,G,IND,N414A,R316,"$31,724",6142.615377,1877636.941
0101000020E610000060AE450BD07C52C0ED7DAA0A0D544440,40.656648,-73.950198,WINTHROP ST,Brooklyn,25,IRT,R637,R451,"$51,214",6685.941426,2042543.224
0101000020E610000057D0B4C4CA7C52C0B20DDC813A5F4440,40.743973,-73.949876,VAN ALSTON-21ST,Queens,G,IND,N401,R360,"$157,992",10784.72102,5867575.046
0101000020E6100000B29DEFA7C67C52C0F017B325AB664440,40.802098,-73.949625,116 ST,Manhattan,23,IRT,R303,R324,"$44,762",4231.827087,1117371.679
0101000020E6100000B29DEFA7C67C52C0F017B325AB664440,40.802098,-73.949625,116 ST,Manhattan,23,IRT,R302,R324,"$44,762",4231.827087,1117371.679
0101000020E6100000598638D6C57C52C04FEACBD24E534440,40.650843,-73.949575,CHURCH AVE,Brooklyn,25,IRT,R639,R109,"$43,357",5582.419306,1599913.494
0101000020E610000093196F2BBD7C52C08F6CAE9AE7584440,40.694568,-73.949046,MYRTLE-WILLOUGH,Brooklyn,G,IND,N415,R286,"$56,771",4269.118632,863635.7669
0101000020E610000093196F2BBD7C52C08F6CAE9AE7584440,40.694568,-73.949046,MYRTLE-WILLOUGH,Brooklyn,G,IND,N416,R286,"$56,771",4269.118632,863635.7669
0101000020E61000002F6EA301BC7C52C03201BF4692524440,40.645089,-73.948975,BEVERLY ROAD,Brooklyn,25,IRT,R641,R210,"$52,797",5883.029455,2142838.824
0101000020E61000002FA2ED98BA7C52C02C9ACE4E065F4440,40.74238,-73.948889,HUNTERS PT AVE,Queens,7,IRT,R507,R134,$0,40358.71963,12359101.18
0101000020E6100000284696CCB17C52C094DBF63DEA514440,40.639961,-73.948352,NEWKIRK AVE,Brooklyn,25,IRT,R643,R135,"$49,609",6600.75403,2171914.93
0101000020E6100000284696CCB17C52C094DBF63DEA514440,40.639961,-73.948352,NEWKIRK AVE,Brooklyn,25,IRT,R644,R135,"$49,609",6600.75403,2171914.93
0101000020E61000000A100533A67C52C09FAA4203B1684440,40.817902,-73.947644,135 ST,Manhattan,BC,IND,N024,R332,"$23,973",4893.839247,1065533.605
0101000020E61000000A100533A67C52C09FAA4203B1684440,40.817902,-73.947644,135 ST,Manhattan,BC,IND,N023,R332,"$23,973",4893.839247,1065533.605
0101000020E61000000A100533A67C52C09FAA4203B1684440,40.817902,-73.947644,135 ST,Manhattan,BC,IND,N022,R332,"$23,973",4893.839247,1065533.605
0101000020E61000003A94A12AA67C52C0A0DD21C500514440,40.632836,-73.947642,FLATBUSH AVE,Brooklyn,25,IRT,R645,R110,"$56,354",5904.534822,1834297.87
0101000020E61000003A94A12AA67C52C0A0DD21C500514440,40.632836,-73.947642,FLATBUSH AVE,Brooklyn,25,IRT,R646,R110,"$56,354",5904.534822,1834297.87
0101000020E61000003A94A12AA67C52C0A0DD21C500514440,40.632836,-73.947642,FLATBUSH AVE,Brooklyn,25,IRT,R647,R110,"$56,354",5904.534822,1834297.87
0101000020E6100000F435CB65A37C52C034677DCA31654440,40.790582,-73.947473,103 ST,Manhattan,6,IRT,R252,R180,"$64,792",5725.411402,1872055.654
0101000020E6100000F56915FDA17C52C02310AFEB175A4440,40.703855,-73.947387,LORIMER ST,Brooklyn,JM,BMT,J005,R353,"$37,093",7405.109004,2294137.31
0101000020E6100000C5C551B9897C52C05C57CC086F674440,40.808076,-73.945906,125 ST,Manhattan,23,IRT,R304,R206,"$41,228",5772.832054,1953119.563
0101000020E6100000C5C551B9897C52C05C57CC086F674440,40.808076,-73.945906,125 ST,Manhattan,23,IRT,R305,R206,"$41,228",5772.832054,1953119.563
0101000020E6100000A6272CF1807C52C0F01472A59E5F4440,40.747029,-73.94537,COURT SQ,Queens,7,IRT,R508,R346,"$157,992",10784.72102,5867575.046
0101000020E6100000A8C30AB77C7C52C0815A0C1EA65F4440,40.747257,-73.945112,COURT SQ-23 ST,Queens,EMG,IND,N307,R359,"$42,075",15363.10163,9381831.186
0101000020E6100000A8C30AB77C7C52C0815A0C1EA65F4440,40.747257,-73.945112,COURT SQ,Queens,EMG,IND,N400,R359,"$42,075",15363.10163,9381831.186
0101000020E6100000A8C30AB77C7C52C0815A0C1EA65F4440,40.747257,-73.945112,COURT SQ,Queens,EMG,IND,N400A,R359,"$42,075",15363.10163,9381831.186
0101000020E6100000946B0A64767C52C01DE90C8CBC6A4440,40.833879,-73.944726,157 ST,Manhattan,1,IRT,R180,R193,"$37,672",6496.571838,1871813.033
0101000020E6100000946B0A64767C52C01DE90C8CBC6A4440,40.833879,-73.944726,157 ST,Manhattan,1,IRT,R179,R193,"$37,672",6496.571838,1871813.033
0101000020E6100000802DAF5C6F7C52C0AD1402B9C4654440,40.795066,-73.944297,110 ST,Manhattan,6,IRT,R253,R181,"$76,302",5797.263903,1912754.675
0101000020E6100000802DAF5C6F7C52C0AD1402B9C4654440,40.795066,-73.944297,110 ST,Manhattan,6,IRT,R254,R181,"$76,302",5797.263903,1912754.675
0101000020E61000008CF50D4C6E7C52C03E95D39E92694440,40.824787,-73.944232,145 ST,Manhattan,ABCD,IND,N020,R101,"$28,365",5606.713317,1962707.333
0101000020E61000008CF50D4C6E7C52C03E95D39E92694440,40.824787,-73.944232,145 ST,Manhattan,ABCD,IND,N019,R101,"$28,365",5606.713317,1962707.333
0101000020E610000075012F336C7C52C03A0664AF775B4440,40.71459,-73.944104,GRAHAM AVE,Brooklyn,L,BMT,H014,R249,"$89,825",5956.057214,1772554.257
0101000020E610000075012F336C7C52C03A0664AF775B4440,40.71459,-73.944104,GRAHAM AVE,Brooklyn,L,BMT,H013,R249,"$89,825",5956.057214,1772554.257
0101000020E61000004777103B537C52C0F1F44A5986604440,40.7541,-73.94258,21 ST,Queens,F,IND,N603,R303,"$24,530",6022.486059,2240196.367
0101000020E6100000268BFB8F4C7C52C0F452B131AF554440,40.669409,-73.942173,KINGSTON AVE,Brooklyn,3,IRT,R624,R124,"$92,813",7545.478824,2126882.101
0101000020E61000001381EA1F447C52C0309C6B98A1594440,40.700244,-73.941658,FLUSHING AVE,Brooklyn,JM,BMT,J007,R377,"$93,235",4167.689738,895739.6968
0101000020E61000001F49490F437C52C0CCB73EAC37664440,40.798574,-73.941593,116 ST,Manhattan,6,IRT,R256,R182,"$61,250",5776.713555,1904007.694
0101000020E61000001F49490F437C52C0CCB73EAC37664440,40.798574,-73.941593,116 ST,Manhattan,6,IRT,R257,R182,"$61,250",5776.713555,1904007.694
0101000020E610000014E97E4E417C52C07E54C37E4F6A4440,40.830551,-73.941486,155 ST,Manhattan,C,IND,N017,R331,"$22,315",5515.13597,1929062.747
0101000020E61000000C738236397C52C06877483140684440,40.814459,-73.940992,135 ST,Manhattan,23,IRT,R306,R207,"$53,735",5758.392313,1944083.383
0101000020E61000000C738236397C52C06877483140684440,40.814459,-73.940992,135 ST,Manhattan,23,IRT,R307,R207,"$53,735",5758.392313,1944083.383
0101000020E6100000850B7904377C52C08B6EBDA607574440,40.679921,-73.940858,KINGSTON-THROOP,Brooklyn,C,IND,N119,R199,"$37,625",5051.018932,1441848.772
0101000020E6100000850B7904377C52C08B6EBDA607574440,40.679921,-73.940858,KINGSTON-THROOP,Brooklyn,C,IND,N118,R199,"$37,625",5051.018932,1441848.772
0101000020E61000000395F1EF337C52C0B56FEEAF1E5B4440,40.711874,-73.94067,GRAND ST,Brooklyn,L,BMT,H016,R250,"$96,078",4737.978177,1389722.735
0101000020E61000000395F1EF337C52C0B56FEEAF1E5B4440,40.711874,-73.94067,GRAND ST,Brooklyn,L,BMT,H015,R250,"$96,078",4737.978177,1389722.735
0101000020E6100000E4DC26DC2B7C52C075B169A510604440,40.750508,-73.940177,QUEENSBORO PLZ,Queens,7NQ,IRT,R509,R121,"$42,075",15363.10163,9381831.186
0101000020E6100000E41071732A7C52C020990E9D9E6B4440,40.840778,-73.940091,168 ST-BROADWAY,Manhattan,1AC,IND,N012,R035,"$28,209",5376.09024,1716083.428
0101000020E6100000E41071732A7C52C020990E9D9E6B4440,40.840778,-73.940091,168 ST-BROADWAY,Manhattan,AC1,IND,N013,R035,"$28,209",5376.09024,1716083.428
0101000020E6100000E41071732A7C52C020990E9D9E6B4440,40.840778,-73.940091,168 ST-BROADWAY,Manhattan,1AC,IRT,R182,R035,"$28,209",5376.09024,1716083.428
0101000020E6100000E544BB0A297C52C05D19541B9C5A4440,40.707889,-73.940005,MONTROSE AVE,Brooklyn,L,BMT,H017,R265,"$29,922",7120.607955,2454524.78
0101000020E6100000DAE4F049277C52C05FEE93A3006B4440,40.835957,-73.939898,163 ST-AMSTERDM,Manhattan,C,IND,N016A,R296,"$51,853",4730.511784,1132079.518
0101000020E6100000DC662AC4237C52C076525F96766C4440,40.847369,-73.939683,175 ST,Manhattan,A,IND,N010,R126,"$23,750",5730.54184,1691891.994
0101000020E6100000DC662AC4237C52C076525F96766C4440,40.847369,-73.939683,175 ST,Manhattan,A,IND,N011,R126,"$23,750",5730.54184,1691891.994
0101000020E6100000A9BEF38B127C52C053EBFD463B6A4440,40.829934,-73.938632,155 ST,Manhattan,BD,IND,N202,R315,"$21,526",7505.484221,2272653.268
0101000020E61000008B6EBDA6077C52C0043BFE0B046D4440,40.851686,-73.937967,181 ST,Manhattan,A,IND,N007A,R174,"$36,902",8363.97702,1902954.473
0101000020E61000008B6EBDA6077C52C0043BFE0B046D4440,40.851686,-73.937967,181 ST,Manhattan,A,IND,N009,R174,"$36,902",8363.97702,1902954.473
0101000020E61000007764AC36FF7B52C0645A9BC6F6664440,40.804406,-73.937452,125 ST,Manhattan,456,IRT,R258,R132,"$42,121",5774.160159,1902090.958
0101000020E61000007A008BFCFA7B52C0CA332F87DD5F4440,40.748948,-73.937194,QUEENS PLAZA,Queens,EMR,IND,N309A,R140,$0,23182.59241,13379952.17
0101000020E61000007A008BFCFA7B52C0CA332F87DD5F4440,40.748948,-73.937194,QUEENS PLAZA,Queens,EMR,IND,N310,R140,$0,23182.59241,13379952.17
0101000020E61000005CE49EAEEE7B52C09B7631CD74694440,40.823877,-73.936443,148 ST-LENOX,Manhattan,3,IRT,R309,R345,"$30,625",9224.35649,2825824.174
0101000020E610000045F0BF95EC7B52C058C9C7EE02694440,40.820402,-73.936315,145 ST,Manhattan,3,IRT,R308,R344,"$54,539",5761.012504,1943381.002
0101000020E61000003FC8B260E27B52C06E4E250340594440,40.697266,-73.935692,MYRTLE AVE,Brooklyn,JMZ,BMT,J009,R378,"$33,348",6785.379565,1753535.518
0101000020E61000000490DAC4C97B52C0B345D26EF46D4440,40.859022,-73.93419,190 ST,Manhattan,A,IND,N006A,R280,"$66,525",4907.373448,978724.4638
0101000020E6100000F19F6EA0C07B52C0C98E8D40BC6C4440,40.849495,-73.933632,181 ST,Manhattan,1,IRT,R183,R260,"$50,417",6484.392431,2075201.123
0101000020E6100000DD7BB8E4B87B52C06211C30E635A4440,40.706148,-73.93316,MORGAN AVE,Brooklyn,L,BMT,H019,R294,"$57,137",8850.17931,3439556.273
0101000020E6100000D34F38BBB57B52C026732CEFAA554440,40.669279,-73.932967,CROWN HTS-UTICA,Brooklyn,34,IRT,R626,R062,"$86,563",6101.303434,1755149.808
0101000020E6100000D34F38BBB57B52C026732CEFAA554440,40.669279,-73.932967,CROWN HTS-UTICA,Brooklyn,34,IRT,R625,R062,"$86,563",6101.303434,1755149.808
0101000020E6100000BDA94885B17B52C085B35BCB64604440,40.753076,-73.93271,BEEBE-39 AVE,Queens,NQ,BMT,R510,R090,"$44,583",6683.010628,1775765.133
0101000020E610000084F3A963957B52C0D2FC31AD4D5F4440,40.744558,-73.930993,33 ST/RAWSON ST,Queens,7,IRT,R516,R291,"$58,987",9970.73455,5099916.902
0101000020E610000084F3A963957B52C0D2FC31AD4D5F4440,40.744558,-73.930993,33 ST/RAWSON ST,Queens,7,IRT,R517,R291,"$58,987",9970.73455,5099916.902
0101000020E61000007B4963B48E7B52C007EE409DF2564440,40.679279,-73.930585,UTICA AVE,Brooklyn,AC,IND,N120,R153,"$50,417",9484.846072,2767086.525
0101000020E61000007B4963B48E7B52C007EE409DF2564440,40.679279,-73.930585,UTICA AVE,Brooklyn,AC,IND,N120A,R153,"$50,417",9484.846072,2767086.525
0101000020E61000005E13D21A837B52C03C6C223317684440,40.813208,-73.929877,138 ST-GR CONC,Bronx,45,IRT,R259,R307,"$16,844",13393.81863,5506769.304
0101000020E61000003E5B07077B7B52C07C293C68766D4440,40.855176,-73.929384,191 ST,Manhattan,1,IRT,R185,R274,"$28,529",5903.152615,1760155.988
0101000020E61000004432E4D87A7B52C07F69519FE4604440,40.756977,-73.929373,WASHINGTON-36 A,Queens,NQ,BMT,R511,R091,"$16,210",8537.628224,2111785.653
0101000020E61000002B6B9BE2717B52C0272F3201BF584440,40.693329,-73.928826,KOSCIUSZKO ST,Brooklyn,J,BMT,J012,R379,"$48,701",6580.116634,1784157.559
0101000020E61000002C9FE579707B52C00EF8FC3042604440,40.75202,-73.92874,36 ST,Queens,MR,IND,N312,R339,$0,23182.59241,13379952.17
0101000020E61000002C9FE579707B52C00EF8FC3042604440,40.75202,-73.92874,36 ST,Queens,MR,IND,N311,R339,$0,23182.59241,13379952.17
0101000020E6100000E606431D567B52C0AF264F594D594440,40.697673,-73.927131,CENTRAL AVE,Brooklyn,M,BMT,K017,R401,"$37,461",5572.234988,1961468.148
0101000020E6100000F302ECA3537B52C0E4D70FB1C16E4440,40.865286,-73.92698,DYCKMAN-200 ST,Manhattan,A,IND,N003,R185,"$66,726",5717.679277,2018093.873
0101000020E6100000E2B19FC5527B52C08B8C0E48C2684440,40.818429,-73.926927,149 ST-GR CONC,Bronx,245,IRT,R261,R205,"$16,844",13393.81863,5506769.304
0101000020E6100000E2B19FC5527B52C08B8C0E48C2684440,40.818429,-73.926927,149 ST-GR CONC,Bronx,245,IRT,R260,R205,"$16,844",13393.81863,5506769.304
0101000020E6100000CA6C9049467B52C0FE8172DBBE674440,40.810512,-73.926165,138 ST-3 AVE,Bronx,6,IRT,R401,R445,"$18,032",4717.342123,1126747.465
0101000020E6100000B62E35423F7B52C01C60E63BF8694440,40.827888,-73.925736,161 ST-YANKEE,Bronx,BD4,IND,N203,R195,"$27,281",6967.652365,2376401.301
0101000020E6100000B62E35423F7B52C01C60E63BF8694440,40.827888,-73.925736,161 ST-YANKEE,Bronx,BD4,IND,N204,R195,"$27,281",6967.652365,2376401.301
0101000020E6100000B62E35423F7B52C01C60E63BF8694440,40.827888,-73.925736,161 ST-YANKEE,Bronx,BD4,IND,N205,R195,"$27,281",6967.652365,2376401.301
0101000020E6100000B62E35423F7B52C01C60E63BF8694440,40.827888,-73.925736,161 ST-YANKEE,Bronx,BD4,IRT,R262,R195,"$27,281",6967.652365,2376401.301
0101000020E6100000B62E35423F7B52C01C60E63BF8694440,40.827888,-73.925736,161 ST-YANKEE,Bronx,4BD,IRT,R262A,R195,"$27,281",6967.652365,2376401.301
0101000020E6100000B62E35423F7B52C01C60E63BF8694440,40.827888,-73.925736,161 ST-YANKEE,Bronx,4BD,IRT,R262B,R195,"$27,281",6967.652365,2376401.301
0101000020E6100000B1BFEC9E3C7B52C0583A1F9E256E4440,40.860523,-73.925575,DYCKMAN ST,Manhattan,1,IRT,R186,R036,"$23,889",6138.442541,1624342.132
0101000020E6100000A7936C75397B52C049F25CDF87614440,40.761959,-73.925382,BROADWAY-31 ST,Queens,NQ,BMT,R512,R092,"$73,542",6129.011011,2047587.032
0101000020E610000071E481C8227B52C0FDBD141E345F4440,40.743778,-73.923998,40 ST-LOWERY ST,Queens,7,IRT,R518,R261,"$23,750",5028.938119,1035687.584
0101000020E61000004BEA0434117B52C09016670C735A4440,40.706636,-73.922925,JEFFERSON ST,Brooklyn,L,BMT,H022,R279,"$44,688",5524.597706,1752616.269
0101000020E6100000354415FE0C7B52C0A41B615111554440,40.664591,-73.922668,SUTTER AVE,Brooklyn,3,IRT,R627,R063,"$23,165",7700.072985,1932413.375
